01-01 00:00:07.974 I/BOOT    (  154): MSM target 'msm8960', SoC 'Surf', HwID '109', SoC ver '65536' 
01-02 13:00:00.840 I/qrngd   (  217): qrngd has started:
01-02 13:00:00.840 I/qrngd   (  217): Reading device:'/dev/hw_random' updating entropy for device:'/dev/random'
01-02 13:00:00.880 I/qcom-bluetooth(  222): /system/etc/init.qcom.bt.sh: init.qcom.bt.sh config = onboot 
01-02 00:00:05.044 D/ConnectivityServiceHSM(  733): ConnectivityServiceHSM entering DefaultConnectivityState
01-02 00:00:05.054 D/BluetoothTethering(  733): startMonitoring: target: Handler (com.android.internal.util.StateMachine$SmHandler) {41bf5fc0}
01-02 00:00:05.054 D/BluetoothTethering(  733): startMonitoring: mCsHandler: Handler (com.android.internal.util.StateMachine$SmHandler) {41bf5fc0}
01-02 00:00:05.054 D/BluetoothManagerService(  733): Message: 20
01-02 00:00:05.054 D/BluetoothManagerService(  733): Added callback: android.bluetooth.BluetoothAdapter$1@41d0e0c8:true
01-02 00:00:05.054 D/BluetoothManagerService(  733): Message: 30
01-02 00:00:05.054 D/Tethering(  733): Exception adding default nw to upstreamIfaceTypes: java.lang.NullPointerException
01-02 00:00:05.074 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:05.084 D/WifiWatchdogStateMachine(  733): Disabling poor network avoidance for wi-fi only device
01-02 00:00:05.224 I/MediaFocusControl(  733):   Remote Control   registerMediaButtonIntent() for PendingIntent{41a83968: PendingIntentRecord{41a838c8 android broadcastIntent}}
01-02 00:00:05.224 D/WifiHW  (  733): Unable to unload driver module "wlan": No such file or directory
01-02 00:00:05.504 I/WindowManager(  733): SAFE MODE not enabled
01-02 00:00:05.504 D/dalvikvm(  733): JIT started for system_server
01-02 00:00:05.524 D/Atlas   (  733): Loaded configuration: SliceMinArea (768x768) flags=0x2 count=24
01-02 00:00:05.564 I/Adreno-EGL(  733): <qeglDrvAPI_eglInitialize:381>: EGL 1.4 QUALCOMM build: AU_LINUX_ANDROID_KK_2.7_RB1.04.04.02.007.040_msm8960_KK_2.7_RB1_CL3869936_release_AU (CL3869936)
01-02 00:00:05.564 I/Adreno-EGL(  733): OpenGL ES Shader Compiler Version: 17.01.12.SPL
01-02 00:00:05.564 I/Adreno-EGL(  733): Build Date: 02/24/14 Mon
01-02 00:00:05.564 I/Adreno-EGL(  733): Local Branch: 
01-02 00:00:05.564 I/Adreno-EGL(  733): Remote Branch: quic/kk_2.7_rb1.28
01-02 00:00:05.564 I/Adreno-EGL(  733): Local Patches: NONE
01-02 00:00:05.564 I/Adreno-EGL(  733): Reconstruct Branch: AU_LINUX_ANDROID_KK_2.7_RB1.04.04.02.007.040 + adff0e1 + fed91a3 + f6acee5 + 7174af8 + e088f4b +  NOTHING
01-02 00:00:05.574 I/Zygote  (  733): Process: zygote socket opened
01-02 00:00:05.594 V/KeyguardServiceDelegate(  733): *** Keyguard started
01-02 00:00:05.594 V/KeyguardServiceDelegate(  733): onSystemReady() called before keyguard service was ready
01-02 00:00:05.604 E/jdwp    (  795): Failed sending reply to debugger: Broken pipe
01-02 00:00:05.614 D/dalvikvm(  795): Debugger has detached; object registry had 1 entries
01-02 00:00:05.644 D/dalvikvm(  733): GC_FOR_ALLOC freed 1776K, 55% free 4987K/10988K, paused 32ms, total 33ms
01-02 00:00:05.654 D/Atlas   (  733): Rendered atlas in 92.68ms (4.27+88.41ms)
01-02 00:00:05.755 V/KeyguardService(  795): onCreate()
01-02 00:00:05.775 E/OMXMaster(  212): A component of name 'OMX.qcom.audio.decoder.aac' already exists, ignoring this one.
01-02 00:00:05.775 I/ExtendedUtils(  212): AV Sync late margin : Intended=40ms Using=0ms
01-02 00:00:05.775 D/AwesomePlayer(  212): Before reset_l
01-02 00:00:05.775 D/AwesomePlayer(  212): printFileName fd(25) -> /system/media/audio/ui/Lock.ogg
01-02 00:00:05.785 E/WVMExtractor(  212): Failed to open libwvm.so
01-02 00:00:05.815 D/ExtendedUtils(  212): extended extractor not needed, return default
01-02 00:00:05.825 D/AwesomePlayer(  212): Tunnel Mime Type: audio/vorbis, object alive = 0, mTunnelAliveAP = 0
01-02 00:00:05.825 D/AwesomePlayer(  212): maxPossible tunnels = 1
01-02 00:00:05.825 D/AwesomePlayer(  212): Normal Audio Playback
01-02 00:00:05.825 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:05.835 W/AwesomePlayer(  212): Trying to create tunnel player mIsTunnelAudio 0,             LPAPlayer::mObjectsAlive 0,             TunnelPlayer::mTunnelObjectsAlive = 0,            (mAudioPlayer == NULL) 1
01-02 00:00:05.835 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:05.835 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a19ab8 successful
01-02 00:00:05.835 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a19bb8 successful
01-02 00:00:05.835 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a13dd0 successful
01-02 00:00:05.835 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a13ed8 successful
01-02 00:00:05.845 D/SystemUIService(  795): loading: class com.android.systemui.recent.Recents
01-02 00:00:05.845 D/SystemUIService(  795): running: com.android.systemui.recent.Recents@419564e8
01-02 00:00:05.845 D/SystemUIService(  795): loading: class com.android.systemui.statusbar.SystemBars
01-02 00:00:05.845 D/SystemUIService(  795): running: com.android.systemui.statusbar.SystemBars@41956ad0
01-02 00:00:05.855 D/SystemUIService(  795): loading: class com.android.systemui.usb.StorageNotification
01-02 00:00:05.855 D/SystemUIService(  795): running: com.android.systemui.usb.StorageNotification@41958830
01-02 00:00:05.855 D/SystemUIService(  795): loading: class com.android.systemui.power.PowerUI
01-02 00:00:05.865 D/SystemUIService(  795): running: com.android.systemui.power.PowerUI@41959e90
01-02 00:00:05.865 D/SystemUIService(  795): loading: class com.android.systemui.media.RingtonePlayer
01-02 00:00:05.865 D/SystemUIService(  795): running: com.android.systemui.media.RingtonePlayer@4195ab90
01-02 00:00:05.865 D/SystemUIService(  795): loading: class com.android.systemui.settings.SettingsUI
01-02 00:00:05.865 D/SystemUIService(  795): running: com.android.systemui.settings.SettingsUI@4195be78
01-02 00:00:05.885 D/PhoneStatusBar(  795): mSettingsPanelGravity = 55
01-02 00:00:05.905 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a19930 successful
01-02 00:00:05.905 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a19878 successful
01-02 00:00:05.905 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a197a8 successful
01-02 00:00:05.905 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a195f0 successful
01-02 00:00:05.905 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a14728 successful
01-02 00:00:05.905 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a22d98 successful
01-02 00:00:05.905 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a13f40 successful
01-02 00:00:05.905 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a13e20 successful
01-02 00:00:05.915 I/ExtendedUtils(  212): AV Sync late margin : Intended=40ms Using=0ms
01-02 00:00:05.915 D/AwesomePlayer(  212): Before reset_l
01-02 00:00:05.915 D/AwesomePlayer(  212): printFileName fd(25) -> /system/media/audio/ui/Unlock.ogg
01-02 00:00:05.945 D/ExtendedUtils(  212): extended extractor not needed, return default
01-02 00:00:05.945 D/AwesomePlayer(  212): Tunnel Mime Type: audio/vorbis, object alive = 0, mTunnelAliveAP = 0
01-02 00:00:05.945 D/AwesomePlayer(  212): maxPossible tunnels = 1
01-02 00:00:05.945 D/AwesomePlayer(  212): Normal Audio Playback
01-02 00:00:05.945 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:05.965 W/AwesomePlayer(  212): Trying to create tunnel player mIsTunnelAudio 0,             LPAPlayer::mObjectsAlive 0,             TunnelPlayer::mTunnelObjectsAlive = 0,            (mAudioPlayer == NULL) 1
01-02 00:00:05.965 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:05.965 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1d0d8 successful
01-02 00:00:05.965 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a16980 successful
01-02 00:00:05.965 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a17228 successful
01-02 00:00:05.965 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a17318 successful
01-02 00:00:05.975 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1cf50 successful
01-02 00:00:05.975 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1ce98 successful
01-02 00:00:05.975 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1cdc8 successful
01-02 00:00:05.975 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1cc78 successful
01-02 00:00:05.985 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a168d0 successful
01-02 00:00:05.985 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a17330 successful
01-02 00:00:05.985 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a17228 successful
01-02 00:00:05.985 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1cfd8 successful
01-02 00:00:06.075 V/PhoneStatusBar/NavigationBarView(  795): touchEnabled:false
01-02 00:00:06.125 D/BluetoothManagerService(  733): Message: 20
01-02 00:00:06.125 D/BluetoothManagerService(  733): Added callback: android.bluetooth.IBluetoothManagerCallback$Stub$Proxy@4199c670:true
01-02 00:00:06.125 D/BluetoothAdapter(  795): 1101229256: getState() :  mService = null. Returning STATE_OFF
01-02 00:00:06.125 D/BluetoothAdapter(  795): 1101229256: getState() :  mService = null. Returning STATE_OFF
01-02 00:00:06.225 D/BluetoothAdapter(  795): 1101229256: getState() :  mService = null. Returning STATE_OFF
01-02 00:00:06.265 D/PhoneStatusBar(  795): disable: < expand icons alerts ticker system_info back home recent clock search >
01-02 00:00:06.315 D/ConnectivityServiceHSM(  733): Actual State: DefaultConnectivityState, Current State: DefaultConnectivityState.processMessage what=109
01-02 00:00:06.325 D/BluetoothAdapter(  795): 1101229256: getState() :  mService = null. Returning STATE_OFF
01-02 00:00:06.325 D/BluetoothAdapter(  795): 1101229256: getState() :  mService = null. Returning STATE_OFF
01-02 00:00:06.335 D/PhoneStatusBar(  795): heads up is disabled
01-02 00:00:06.495 I/Adreno-EGL(  795): <qeglDrvAPI_eglInitialize:381>: EGL 1.4 QUALCOMM build: AU_LINUX_ANDROID_KK_2.7_RB1.04.04.02.007.040_msm8960_KK_2.7_RB1_CL3869936_release_AU (CL3869936)
01-02 00:00:06.495 I/Adreno-EGL(  795): OpenGL ES Shader Compiler Version: 17.01.12.SPL
01-02 00:00:06.495 I/Adreno-EGL(  795): Build Date: 02/24/14 Mon
01-02 00:00:06.495 I/Adreno-EGL(  795): Local Branch: 
01-02 00:00:06.495 I/Adreno-EGL(  795): Remote Branch: quic/kk_2.7_rb1.28
01-02 00:00:06.495 I/Adreno-EGL(  795): Local Patches: NONE
01-02 00:00:06.495 I/Adreno-EGL(  795): Reconstruct Branch: AU_LINUX_ANDROID_KK_2.7_RB1.04.04.02.007.040 + adff0e1 + fed91a3 + f6acee5 + 7174af8 + e088f4b +  NOTHING
01-02 00:00:06.515 W/ResourceType(  733): Failure getting entry for 0x7f060000 (t=5 e=0) in package 0 (error -75)
01-02 00:00:06.555 D/OpenGLRenderer(  795): Enabling debug mode 0
01-02 00:00:06.806 I/ContactLocale(  864): AddressBook Labels [en_US]: [, A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z, Α, Β, Γ, Δ, Ε, Ζ, Η, Θ, Ι, Κ, Λ, Μ, Ν, Ξ, Ο, Π, Ρ, Σ, Τ, Υ, Φ, Χ, Ψ, Ω, , А, Б, В, Г, Д, Е, Є, Ж, З, И, І, Ї, Й, К, Л, М, Н, О, П, Р, С, Т, У, Ф, Х, Ц, Ч, Ш, Щ, Ю, Я, , א, ב, ג, ד, ה, ו, ז, ח, ט, י, כ, ל, מ, נ, ס, ע, פ, צ, ק, ר, ש, ת, , ا, ب, ت, ث, ج, ح, خ, د, ذ, ر, ز, س, ش, ص, ض, ط, ظ, ع, غ, ف, ق, ك, ل, م, ن, ه, و, ي, , ก, ข, ฃ, ค, ฅ, ฆ, ง, จ, ฉ, ช, ซ, ฌ, ญ, ฎ, ฏ, ฐ, ฑ, ฒ, ณ, ด, ต, ถ, ท, ธ, น, บ, ป, ผ, ฝ, พ, ฟ, ภ, ม, ย, ร, ฤ, ล, ฦ, ว, ศ, ษ, ส, ห, ฬ, อ, ฮ, , ㄱ, ㄴ, ㄷ, ㄹ, ㅁ, ㅂ, ㅅ, ㅇ, ㅈ, ㅊ, ㅋ, ㅌ, ㅍ, ㅎ, , あ, か, さ, た, な, は, ま, や, ら, わ, #, ]
01-02 00:00:06.856 E/LocSvc_afw(  733): W/get_extension: Invalid interface passed in
01-02 00:00:06.896 D/StatusBar.NetworkController(  795): onServiceStateChanged voiceState=1 dataState=1
01-02 00:00:06.896 D/StatusBar.NetworkController(  795): Combining data service state 1 for signal
01-02 00:00:06.896 D/StatusBar.NetworkController(  795):  No service
01-02 00:00:06.896 E/StatusBar.NetworkController(  795): updateDataNetType NETWORK_TYPE_UNKNOWN
01-02 00:00:06.896 D/StatusBar.NetworkController(  795): refreshViews: Data not connected!! Set no data type icon / Roaming
01-02 00:00:06.896 D/StatusBar.NetworkController(  795): refreshViews connected={ } level=?? combinedSignalIconId=0x0/(null) mobileLabel= wifiLabel=No Internet connection emergencyOnly=false combinedLabel=No Internet connection mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x0 mQSPhoneSignalIconId=0x0 mDataDirectionIconId=0x0 mDataSignalIconId=0x0 mDataTypeIconId=0x0 mQSDataTypeIconId=0x0 mNoSimIconId=0x0 mWifiIconId=0x0 mQSWifiIconId=0x0 mBluetoothTetherIconId=0x10805cc
01-02 00:00:06.896 D/StatusBar.NetworkController(  795): onCallStateChanged state=0
01-02 00:00:06.896 D/StatusBar.NetworkController(  795): onDataConnectionStateChanged: state=-1 type=0
01-02 00:00:06.896 E/StatusBar.NetworkController(  795): updateDataNetType NETWORK_TYPE_UNKNOWN
01-02 00:00:06.896 D/StatusBar.NetworkController(  795): refreshViews: Data not connected!! Set no data type icon / Roaming
01-02 00:00:06.906 D/StatusBar.NetworkController(  795): refreshViews connected={ } level=?? combinedSignalIconId=0x0/(null) mobileLabel= wifiLabel=No Internet connection emergencyOnly=false combinedLabel=No Internet connection mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x0 mQSPhoneSignalIconId=0x0 mDataDirectionIconId=0x0 mDataSignalIconId=0x0 mDataTypeIconId=0x0 mQSDataTypeIconId=0x0 mNoSimIconId=0x0 mWifiIconId=0x0 mQSWifiIconId=0x0 mBluetoothTetherIconId=0x10805cc
01-02 00:00:06.906 W/ServiceWatcher(  733): com.qualcomm.location not found
01-02 00:00:06.906 W/ServiceWatcher(  733): com.qualcomm.location not found
01-02 00:00:06.906 D/StatusBar.NetworkController(  795): onDataActivity: direction=0
01-02 00:00:06.906 D/StatusBar.NetworkController(  795): refreshViews: Data not connected!! Set no data type icon / Roaming
01-02 00:00:06.906 D/StatusBar.NetworkController(  795): refreshViews connected={ } level=?? combinedSignalIconId=0x0/(null) mobileLabel= wifiLabel=No Internet connection emergencyOnly=false combinedLabel=No Internet connection mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x0 mQSPhoneSignalIconId=0x0 mDataDirectionIconId=0x0 mDataSignalIconId=0x0 mDataTypeIconId=0x0 mQSDataTypeIconId=0x0 mNoSimIconId=0x0 mWifiIconId=0x0 mQSWifiIconId=0x0 mBluetoothTetherIconId=0x10805cc
01-02 00:00:06.906 D/StatusBar.NetworkController(  795): onSignalStrengthsChanged signalStrength=SignalStrength: 99 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 2147483647 gsm|lte level=0
01-02 00:00:06.906 D/StatusBar.NetworkController(  795):  No service
01-02 00:00:06.906 D/StatusBar.NetworkController(  795): refreshViews: Data not connected!! Set no data type icon / Roaming
01-02 00:00:06.906 D/StatusBar.NetworkController(  795): refreshViews connected={ } level=0 combinedSignalIconId=0x0/(null) mobileLabel= wifiLabel=No Internet connection emergencyOnly=false combinedLabel=No Internet connection mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x0 mQSPhoneSignalIconId=0x0 mDataDirectionIconId=0x0 mDataSignalIconId=0x0 mDataTypeIconId=0x0 mQSDataTypeIconId=0x0 mNoSimIconId=0x0 mWifiIconId=0x0 mQSWifiIconId=0x0 mBluetoothTetherIconId=0x10805cc
01-02 00:00:06.916 E/FlpHardwareProvider(  733): Error hw_get_module 'flp': -2
01-02 00:00:06.916 W/ServiceWatcher(  733): com.qualcomm.location not found
01-02 00:00:06.916 E/FlpHardwareProvider(  733): Error hw_get_module 'flp': -2
01-02 00:00:06.916 I/CommonTimeManagementService(  733): No common time service detected on this platform.  Common time services will be unavailable.
01-02 00:00:06.926 I/InputReader(  733): Reconfiguring input devices.  changes=0x00000020
01-02 00:00:06.936 I/InputReader(  733): Reconfiguring input devices.  changes=0x00000010
01-02 00:00:06.936 I/Choreographer(  795): Skipped 35 frames!  The application may be doing too much work on its main thread.
01-02 00:00:06.946 E/LocSvc_eng(  733): I/===> int loc_eng_init(loc_eng_data_s_type&, LocCallbacks*, LOC_API_ADAPTER_EVENT_MASK_T, loc_core::ContextBase*) line 1494 
01-02 00:00:06.956 I/LatinIME(  902): Hardware accelerated drawing: true
01-02 00:00:06.956 D/GpsLocationProvider(  733): set_capabilities_callback: 49u
01-02 00:00:06.976 E/Diag_Lib(  446): [IMS_DataD] imsdatad.c | 4273 | | 446 |ims_dcm_handler_func : check read event on wifi fd -1
01-02 00:00:06.976 E/Diag_Lib(  469): [IMS_FATAL]| 4335 | 493 |ims-rtp-daemon ims_rtp_qmi_handler_thread_func waiting on select thread>
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_connect_cb: clnt_h=0x1 conn_h=0xb8b193f8
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_open_cb: /boot/modem_fs1: clnt_h=0x1: req_h=0x1 msg_id=1: Client found
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_open_cb: /boot/modem_fs1: clnt_h=0x1: req_h=0x1 msg_id=1: Send response: res=0 err=0
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_connect_cb: clnt_h=0x2 conn_h=0xb8b19450
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_open_cb: /boot/modem_fs2: clnt_h=0x2: req_h=0x2 msg_id=1: Client found
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_open_cb: /boot/modem_fs2: clnt_h=0x2: req_h=0x2 msg_id=1: Send response: res=0 err=0
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1 Worker thread started
01-02 00:00:06.976 I/rmt_storage(  333): wake lock name: rmt_storage_-1196321480, name creation success: 23
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_connect_cb: clnt_h=0x3 conn_h=0xb8b194a8
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_open_cb: /boot/modem_fsg: clnt_h=0x3: req_h=0x3 msg_id=1: Client found
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_open_cb: /boot/modem_fsg: clnt_h=0x3: req_h=0x3 msg_id=1: Send response: res=0 err=0
01-02 00:00:06.976 I/rmt_storage(  333): rmt_storage_alloc_buff_cb: /boot/modem_fs1: clnt_h=0x1: req_h=0x4 msg_id=4: Alloc request received: Size: 262144
